,_id,full_data,keyword,sentiment,text,coords,lat,long,census
0,5c9bb3aaaaedff5572f9e6e1,"{'created_at': 'Wed Mar 27 15:00:08 +0000 2019', 'id': 1110919437094256641, 'id_str': '1110919437094256641', 'full_text': 'See our latest #Rocklin, CA #branchbanking job opportunity and click the link in our bio to apply: Universal Banker 1 NMLS - Rocklin Safeway (30 hrs) at U.S. Bank', 'truncated': False, 'display_text_range': [0, 162], 'entities': {'hashtags': [{'text': 'Rocklin', 'indices': [15, 23]}, {'text': 'branchbanking', 'indices': [28, 42]}], 'symbols': [], 'user_mentions': [], 'urls': []}, 'metadata': {'iso_language_code': 'en', 'result_type': 'recent'}, 'source': '<a href=""https://www.careerarc.com"" rel=""nofollow"">CareerArc 2.0</a>', 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'user': {'id': 22634659, 'id_str': '22634659', 'name': 'TMJ-SAC Bank Jobs', 'screen_name': 'tmj_sac_banking', 'location': 'Sacramento, CA', 'description': 'Follow this account for geo-targeted Banking job tweets in Sacramento, CA. Need help? Tweet us at @CareerArc!', 'url': 'https://t.co/vFvicNEU7T', 'entities': {'url': {'urls': [{'url': 'https://t.co/vFvicNEU7T', 'expanded_url': 'http://bit.ly/2KfOfRI', 'display_url': 'bit.ly/2KfOfRI', 'indices': [0, 23]}]}, 'description': {'urls': []}}, 'protected': False, 'followers_count': 405, 'friends_count': 313, 'listed_count': 33, 'created_at': 'Tue Mar 03 15:31:03 +0000 2009', 'favourites_count': 0, 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'verified': False, 'statuses_count': 234, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': '253956', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/676507465626750976/Fq3MrNsF_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/676507465626750976/Fq3MrNsF_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/22634659/1450126925', 'profile_link_color': '4A913C', 'profile_sidebar_border_color': '000000', 'profile_sidebar_fill_color': '407DB0', 'profile_text_color': '000000', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': False, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none'}, 'geo': {'type': 'Point', 'coordinates': [38.7907339, -121.2357828]}, 'coordinates': {'type': 'Point', 'coordinates': [-121.2357828, 38.7907339]}, 'place': {'id': 'c98b6d080d712840', 'url': 'https://api.twitter.com/1.1/geo/id/c98b6d080d712840.json', 'place_type': 'city', 'name': 'Rocklin', 'full_name': 'Rocklin, CA', 'country_code': 'US', 'country': 'United States', 'contained_within': [], 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-121.312069, 38.769833], [-121.189258, 38.769833], [-121.189258, 38.840837], [-121.312069, 38.840837]]]}, 'attributes': {}}, 'contributors': None, 'is_quote_status': False, 'retweet_count': 0, 'favorite_count': 0, 'favorited': False, 'retweeted': False, 'lang': 'en'}",safeway,"{'neg': 0.0, 'neu': 0.903, 'pos': 0.097, 'compound': 0.4215}","See our latest #Rocklin, CA #branchbanking job opportunity and click the link in our bio to apply: Universal Banker 1 NMLS - Rocklin Safeway (30 hrs) at U.S. Bank","[38.7907339, -121.2357828]",38.7907339,-121.2357828,06061021103
1,5c9bb3aaaaedff5572f9e703,"{'created_at': 'Wed Mar 27 07:50:41 +0000 2019', 'id': 1110811363486638081, 'id_str': '1110811363486638081', 'full_text': 'Fuck no!  Just stop M&amp;Ms. @ Safeway https://t.co/iFKOgAlnk1', 'truncated': False, 'display_text_range': [0, 63], 'entities': {'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/iFKOgAlnk1', 'expanded_url': 'https://www.instagram.com/p/BvgQYrrn30u/?utm_source=ig_twitter_share&igshid=1ge85lqr73l67', 'display_url': 'instagram.com/p/BvgQYrrn30u/…', 'indices': [40, 63]}]}, 'metadata': {'iso_language_code': 'en', 'result_type': 'recent'}, 'source': '<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>', 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'user': {'id': 17417076, 'id_str': '17417076', 'name': 'J. Austin Graham', 'screen_name': 'Acidsmooth', 'location': 'San Francisco', 'description': 'Comedian and host of #NSFWradio on FCC Free Radio https://t.co/eSrcOUuISu I am also pretty good with a camera. Pronoun:  Godhead/Supreme Being', 'url': 'https://t.co/v9ZxU4rDVr', 'entities': {'url': {'urls': [{'url': 'https://t.co/v9ZxU4rDVr', 'expanded_url': 'http://Acidsmooth.com', 'display_url': 'Acidsmooth.com', 'indices': [0, 23]}]}, 'description': {'urls': [{'url': 'https://t.co/eSrcOUuISu', 'expanded_url': 'http://bit.ly/NSFWin', 'display_url': 'bit.ly/NSFWin', 'indices': [50, 73]}]}}, 'protected': False, 'followers_count': 991, 'friends_count': 1575, 'listed_count': 81, 'created_at': 'Sun Nov 16 02:53:50 +0000 2008', 'favourites_count': 10344, 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'verified': False, 'statuses_count': 37518, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': '0000A3', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme5/bg.gif', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme5/bg.gif', 'profile_background_tile': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/2402152420/llc8w6ub2ugdisggw759_normal.gif', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/2402152420/llc8w6ub2ugdisggw759_normal.gif', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/17417076/1465812656', 'profile_link_color': '7603B0', 'profile_sidebar_border_color': 'FF000D', 'profile_sidebar_fill_color': '000000', 'profile_text_color': 'FC6500', 'profile_use_background_image': True, 'has_extended_profile': True, 'default_profile': False, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none'}, 'geo': {'type': 'Point', 'coordinates': [37.76910525, -122.42826619]}, 'coordinates': {'type': 'Point', 'coordinates': [-122.42826619, 37.76910525]}, 'place': {'id': '5a110d312052166f', 'url': 'https://api.twitter.com/1.1/geo/id/5a110d312052166f.json', 'place_type': 'city', 'name': 'San Francisco', 'full_name': 'San Francisco, CA', 'country_code': 'US', 'country': 'United States', 'contained_within': [], 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-122.514926, 37.708075], [-122.357031, 37.708075], [-122.357031, 37.833238], [-122.514926, 37.833238]]]}, 'attributes': {}}, 'contributors': None, 'is_quote_status': False, 'retweet_count': 0, 'favorite_count': 0, 'favorited': False, 'retweeted': False, 'possibly_sensitive': False, 'lang': 'en'}",safeway,"{'neg': 0.732, 'neu': 0.268, 'pos': 0.0, 'compound': -0.8016}",Fuck no!  Just stop M&amp;Ms. @ Safeway ,"[37.76910525, -122.42826619]",37.76910525,-122.42826619,06075016900
2,5c9bb3abaaedff5572f9e7a4,"{'created_at': 'Tue Mar 26 23:19:28 +0000 2019', 'id': 1110682710207389697, 'id_str': '1110682710207389697', 'full_text': ""I'm at @Safeway in San Francisco, CA https://t.co/nIi4wDpHh2"", 'truncated': False, 'display_text_range': [0, 60], 'entities': {'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'Safeway', 'name': 'Safeway', 'id': 29286254, 'id_str': '29286254', 'indices': [7, 15]}], 'urls': [{'url': 'https://t.co/nIi4wDpHh2', 'expanded_url': 'https://www.swarmapp.com/c/73M3OqrnI0W', 'display_url': 'swarmapp.com/c/73M3OqrnI0W', 'indices': [37, 60]}]}, 'metadata': {'iso_language_code': 'en', 'result_type': 'recent'}, 'source': '<a href=""http://foursquare.com"" rel=""nofollow"">Foursquare</a>', 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'user': {'id': 61423720, 'id_str': '61423720', 'name': 'ビクター\u3000リー', 'screen_name': 'vlee317', 'location': 'サンフランシスコ', 'description': '日本語を勉強している。 椎名林檎が大好きです。', 'url': 'https://t.co/iK2GSFYzH7', 'entities': {'url': {'urls': [{'url': 'https://t.co/iK2GSFYzH7', 'expanded_url': 'http://www.flickr.com/photos/victor_lee/', 'display_url': 'flickr.com/photos/victor_…', 'indices': [0, 23]}]}, 'description': {'urls': []}}, 'protected': False, 'followers_count': 200, 'friends_count': 612, 'listed_count': 50, 'created_at': 'Thu Jul 30 07:34:52 +0000 2009', 'favourites_count': 7144, 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'verified': False, 'statuses_count': 25123, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': '000000', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme4/bg.gif', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme4/bg.gif', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1020191000243974144/IjtpranO_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1020191000243974144/IjtpranO_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/61423720/1532070181', 'profile_link_color': '0099B9', 'profile_sidebar_border_color': 'FFFFFF', 'profile_sidebar_fill_color': '95E8EC', 'profile_text_color': '3C3940', 'profile_use_background_image': True, 'has_extended_profile': True, 'default_profile': False, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none'}, 'geo': {'type': 'Point', 'coordinates': [37.7746023, -122.4652111]}, 'coordinates': {'type': 'Point', 'coordinates': [-122.4652111, 37.7746023]}, 'place': {'id': '5a110d312052166f', 'url': 'https://api.twitter.com/1.1/geo/id/5a110d312052166f.json', 'place_type': 'city', 'name': 'San Francisco', 'full_name': 'San Francisco, CA', 'country_code': 'US', 'country': 'United States', 'contained_within': [], 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-122.514926, 37.708075], [-122.357031, 37.708075], [-122.357031, 37.833238], [-122.514926, 37.833238]]]}, 'attributes': {}}, 'contributors': None, 'is_quote_status': False, 'retweet_count': 0, 'favorite_count': 0, 'favorited': False, 'retweeted': False, 'possibly_sensitive': False, 'lang': 'en'}",safeway,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","I'm at @Safeway in San Francisco, CA ","[37.7746023, -122.4652111]",37.7746023,-122.4652111,06075045200
4,5c9bb3acaaedff5572f9e7d8,"{'created_at': 'Tue Mar 26 20:10:22 +0000 2019', 'id': 1110635123148509287, 'id_str': '1110635123148509287', 'full_text': ""I'm at @Safeway in Falls Church, VA https://t.co/Z4xmgYtIIE"", 'truncated': False, 'display_text_range': [0, 59], 'entities': {'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'Safeway', 'name': 'Safeway', 'id': 29286254, 'id_str': '29286254', 'indices': [7, 15]}], 'urls': [{'url': 'https://t.co/Z4xmgYtIIE', 'expanded_url': 'https://www.swarmapp.com/c/bd7ZSSWLKMb', 'display_url': 'swarmapp.com/c/bd7ZSSWLKMb', 'indices': [36, 59]}]}, 'metadata': {'iso_language_code': 'en', 'result_type': 'recent'}, 'source': '<a href=""http://foursquare.com"" rel=""nofollow"">Foursquare</a>', 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'user': {'id': 151455192, 'id_str': '151455192', 'name': 'Denny Lyon', 'screen_name': 'Dennynova', 'location': 'Falls Church, VA', 'description': 'Restaurant professional and Gardener', 'url': None, 'entities': {'description': {'urls': []}}, 'protected': False, 'followers_count': 256, 'friends_count': 513, 'listed_count': 10, 'created_at': 'Thu Jun 03 13:03:16 +0000 2010', 'favourites_count': 672, 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'verified': False, 'statuses_count': 3627, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/768541105608613888/MkPYYbpn_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/768541105608613888/MkPYYbpn_normal.jpg', 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': True, 'default_profile': True, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none'}, 'geo': {'type': 'Point', 'coordinates': [38.8535005, -77.1287346]}, 'coordinates': {'type': 'Point', 'coordinates': [-77.1287346, 38.8535005]}, 'place': {'id': 'c933b99b367f0b5b', 'url': 'https://api.twitter.com/1.1/geo/id/c933b99b367f0b5b.json', 'place_type': 'city', 'name': ""Bailey's Crossroads"", 'full_name': ""Bailey's Crossroads, VA"", 'country_code': 'US', 'country': 'United States', 'contained_within': [], 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-77.147585, 38.832027], [-77.110316, 38.832027], [-77.110316, 38.861746], [-77.147585, 38.861746]]]}, 'attributes': {}}, 'contributors': None, 'is_quote_status': False, 'retweet_count': 0, 'favorite_count': 0, 'favorited': False, 'retweeted': False, 'possibly_sensitive': False, 'lang': 'en'}",safeway,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","I'm at @Safeway in Falls Church, VA ","[38.8535005, -77.1287346]",38.8535005,-77.1287346,51059451502
5,5c9bb3acaaedff5572f9e7d9,"{'created_at': 'Tue Mar 26 20:10:02 +0000 2019', 'id': 1110635038914297857, 'id_str': '1110635038914297857', 'full_text': ""I'm at Starbucks (inside safeway) in Falls Church, VA https://t.co/MhRqTBOFlY"", 'truncated': False, 'display_text_range': [0, 77], 'entities': {'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/MhRqTBOFlY', 'expanded_url': 'https://www.swarmapp.com/c/69kzNXRHAt4', 'display_url': 'swarmapp.com/c/69kzNXRHAt4', 'indices': [54, 77]}]}, 'metadata': {'iso_language_code': 'en', 'result_type': 'recent'}, 'source': '<a href=""http://foursquare.com"" rel=""nofollow"">Foursquare</a>', 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'user': {'id': 151455192, 'id_str': '151455192', 'name': 'Denny Lyon', 'screen_name': 'Dennynova', 'location': 'Falls Church, VA', 'description': 'Restaurant professional and Gardener', 'url': None, 'entities': {'description': {'urls': []}}, 'protected': False, 'followers_count': 256, 'friends_count': 513, 'listed_count': 10, 'created_at': 'Thu Jun 03 13:03:16 +0000 2010', 'favourites_count': 672, 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'verified': False, 'statuses_count': 3627, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/768541105608613888/MkPYYbpn_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/768541105608613888/MkPYYbpn_normal.jpg', 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': True, 'default_profile': True, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none'}, 'geo': {'type': 'Point', 'coordinates': [38.853191, -77.129397]}, 'coordinates': {'type': 'Point', 'coordinates': [-77.129397, 38.853191]}, 'place': {'id': 'c933b99b367f0b5b', 'url': 'https://api.twitter.com/1.1/geo/id/c933b99b367f0b5b.json', 'place_type': 'city', 'name': ""Bailey's Crossroads"", 'full_name': ""Bailey's Crossroads, VA"", 'country_code': 'US', 'country': 'United States', 'contained_within': [], 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-77.147585, 38.832027], [-77.110316, 38.832027], [-77.110316, 38.861746], [-77.147585, 38.861746]]]}, 'attributes': {}}, 'contributors': None, 'is_quote_status': False, 'retweet_count': 0, 'favorite_count': 0, 'favorited': False, 'retweeted': False, 'possibly_sensitive': False, 'lang': 'en'}",safeway,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","I'm at Starbucks (inside safeway) in Falls Church, VA ","[38.853191, -77.129397]",38.853191,-77.129397,51059451502
6,5c9bb3acaaedff5572f9e7e1,"{'created_at': 'Tue Mar 26 19:42:48 +0000 2019', 'id': 1110628184754655232, 'id_str': '1110628184754655232', 'full_text': 'Lunch! (at @Safeway in Tacoma, WA) https://t.co/p4ggUztSFE https://t.co/UHSb004h0i', 'truncated': False, 'display_text_range': [0, 58], 'entities': {'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'Safeway', 'name': 'Safeway', 'id': 29286254, 'id_str': '29286254', 'indices': [11, 19]}], 'urls': [{'url': 'https://t.co/p4ggUztSFE', 'expanded_url': 'https://www.swarmapp.com/c/f4hbJpLWOCP', 'display_url': 'swarmapp.com/c/f4hbJpLWOCP', 'indices': [35, 58]}], 'media': [{'id': 1110628183618015237, 'id_str': '1110628183618015237', 'indices': [59, 82], 'media_url': 'http://pbs.twimg.com/media/D2m-ctoW0AURQfk.jpg', 'media_url_https': 'https://pbs.twimg.com/media/D2m-ctoW0AURQfk.jpg', 'url': 'https://t.co/UHSb004h0i', 'display_url': 'pic.twitter.com/UHSb004h0i', 'expanded_url': 'https://twitter.com/teknodave/status/1110628184754655232/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 680, 'h': 382, 'resize': 'fit'}, 'large': {'w': 1900, 'h': 1068, 'resize': 'fit'}, 'medium': {'w': 1200, 'h': 675, 'resize': 'fit'}}}]}, 'extended_entities': {'media': [{'id': 1110628183618015237, 'id_str': '1110628183618015237', 'indices': [59, 82], 'media_url': 'http://pbs.twimg.com/media/D2m-ctoW0AURQfk.jpg', 'media_url_https': 'https://pbs.twimg.com/media/D2m-ctoW0AURQfk.jpg', 'url': 'https://t.co/UHSb004h0i', 'display_url': 'pic.twitter.com/UHSb004h0i', 'expanded_url': 'https://twitter.com/teknodave/status/1110628184754655232/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 680, 'h': 382, 'resize': 'fit'}, 'large': {'w': 1900, 'h': 1068, 'resize': 'fit'}, 'medium': {'w': 1200, 'h': 675, 'resize': 'fit'}}}]}, 'metadata': {'iso_language_code': 'en', 'result_type': 'recent'}, 'source': '<a href=""http://foursquare.com"" rel=""nofollow"">Foursquare</a>', 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'user': {'id': 23790860, 'id_str': '23790860', 'name': 'Dave Hildebrand', 'screen_name': 'teknodave', 'location': 'Tacoma, WA USA', 'description': 'Former Sports Editor and Cruise Consultant, now a rideshare driver for Lyft! SU5 on #Swarm, Paranormal investigator. #TranceFamily #LGBT #GoHawks #GoMs #GoCougs', 'url': None, 'entities': {'description': {'urls': []}}, 'protected': False, 'followers_count': 1403, 'friends_count': 2118, 'listed_count': 100, 'created_at': 'Wed Mar 11 16:59:59 +0000 2009', 'favourites_count': 6187, 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'verified': False, 'statuses_count': 60552, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': '06259E', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme9/bg.gif', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme9/bg.gif', 'profile_background_tile': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/774133264759922688/pq1cm206_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/774133264759922688/pq1cm206_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/23790860/1422855590', 'profile_link_color': '0A1670', 'profile_sidebar_border_color': '0A4A19', 'profile_sidebar_fill_color': 'B7C2B9', 'profile_text_color': '23012B', 'profile_use_background_image': True, 'has_extended_profile': True, 'default_profile': False, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none'}, 'geo': {'type': 'Point', 'coordinates': [47.1904255, -122.4070474]}, 'coordinates': {'type': 'Point', 'coordinates': [-122.4070474, 47.1904255]}, 'place': {'id': 'aae61bc9d261467d', 'url': 'https://api.twitter.com/1.1/geo/id/aae61bc9d261467d.json', 'place_type': 'city', 'name': 'Midland', 'full_name': 'Midland, WA', 'country_code': 'US', 'country': 'United States', 'contained_within': [], 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-122.435689, 47.158186], [-122.396221, 47.158186], [-122.396221, 47.191813], [-122.435689, 47.191813]]]}, 'attributes': {}}, 'contributors': None, 'is_quote_status': False, 'retweet_count': 0, 'favorite_count': 2, 'favorited': False, 'retweeted': False, 'possibly_sensitive': False, 'lang': 'en'}",safeway,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","Lunch! (at @Safeway in Tacoma, WA)  ","[47.1904255, -122.4070474]",47.1904255,-122.4070474,53053071601
7,5c9bb3acaaedff5572f9e7e2,"{'created_at': 'Tue Mar 26 19:42:47 +0000 2019', 'id': 1110628182657548289, 'id_str': '1110628182657548289', 'full_text': 'warn the humble will see this and celebrate, you who seek the mightiest, your souls will come alive. #hoshiyana \n @ Safeway https://t.co/YuyBeXbUHs', 'truncated': False, 'display_text_range': [0, 147], 'entities': {'hashtags': [{'text': 'hoshiyana', 'indices': [101, 111]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/YuyBeXbUHs', 'expanded_url': 'https://www.instagram.com/p/Bve9FeVlbFJ/?utm_source=ig_twitter_share&igshid=y4nmwqx0k4d8', 'display_url': 'instagram.com/p/Bve9FeVlbFJ/…', 'indices': [124, 147]}]}, 'metadata': {'iso_language_code': 'en', 'result_type': 'recent'}, 'source': '<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>', 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'user': {'id': 144283007, 'id_str': '144283007', 'name': 'Aaron Asuncion', 'screen_name': '1StupidElephant', 'location': '', 'description': '', 'url': None, 'entities': {'description': {'urls': []}}, 'protected': False, 'followers_count': 30, 'friends_count': 26, 'listed_count': 0, 'created_at': 'Sat May 15 21:05:51 +0000 2010', 'favourites_count': 1, 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'verified': False, 'statuses_count': 4366, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': '0B2902', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme9/bg.gif', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme9/bg.gif', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/2195927908/image_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/2195927908/image_normal.jpg', 'profile_link_color': '1AF70F', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': False, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none'}, 'geo': {'type': 'Point', 'coordinates': [37.68936638, -122.13822295]}, 'coordinates': {'type': 'Point', 'coordinates': [-122.13822295, 37.68936638]}, 'place': {'id': '61f1d75eb5064808', 'url': 'https://api.twitter.com/1.1/geo/id/61f1d75eb5064808.json', 'place_type': 'city', 'name': 'San Leandro', 'full_name': 'San Leandro, CA', 'country_code': 'US', 'country': 'United States', 'contained_within': [], 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-122.202424, 37.667637], [-122.122164, 37.667637], [-122.122164, 37.74245], [-122.202424, 37.74245]]]}, 'attributes': {}}, 'contributors': None, 'is_quote_status': False, 'retweet_count': 0, 'favorite_count': 0, 'favorited': False, 'retweeted': False, 'possibly_sensitive': False, 'lang': 'en'}",safeway,"{'neg': 0.057, 'neu': 0.688, 'pos': 0.255, 'compound': 0.7096}","warn the humble will see this and celebrate, you who seek the mightiest, your souls will come alive. #hoshiyana 
 @ Safeway ","[37.68936638, -122.13822295]",37.68936638,-122.13822295,06001433600
