,grocery_sent,unhealthy_sent,healthy_sent,FIPS,Name_x,State_x,final_sent,Name_y,State_y
1848,-2.0,-2.0,-2.0,21187,Owen,KY,tie,Owen,KY
1849,-2.0,-2.0,-2.0,21189,Owsley,KY,tie,Owsley,KY
1850,-2.0,-2.0,-2.0,21191,Pendleton,KY,tie,Pendleton,KY
1851,-2.0,-2.0,-2.0,21193,Perry,KY,tie,Perry,KY
1852,-2.0,-2.0,-2.0,21195,Pike,KY,tie,Pike,KY
1853,-2.0,-2.0,-2.0,21197,Powell,KY,tie,Powell,KY
1854,-2.0,-2.0,-2.0,21199,Pulaski,KY,tie,Pulaski,KY
1855,-2.0,-2.0,-2.0,21201,Robertson,KY,tie,Robertson,KY
1856,-2.0,-2.0,-2.0,21203,Rockcastle,KY,tie,Rockcastle,KY
1857,-2.0,-2.0,-2.0,21207,Russell,KY,tie,Russell,KY
1858,-2.0,-2.0,-2.0,21211,Shelby,KY,tie,Shelby,KY
1859,-2.0,-2.0,-2.0,21213,Simpson,KY,tie,Simpson,KY
1860,-2.0,-2.0,-2.0,21215,Spencer,KY,tie,Spencer,KY
1861,-2.0,-2.0,-2.0,21217,Taylor,KY,tie,Taylor,KY
1862,-2.0,-2.0,-2.0,21219,Todd,KY,tie,Todd,KY
1863,-2.0,-2.0,-2.0,21221,Trigg,KY,tie,Trigg,KY
1864,-2.0,-2.0,-2.0,21223,Trimble,KY,tie,Trimble,KY
1865,-2.0,-2.0,-2.0,21225,Union,KY,tie,Union,KY
1866,-2.0,-2.0,-2.0,21233,Webster,KY,tie,Webster,KY
1867,-2.0,-2.0,-2.0,21237,Wolfe,KY,tie,Wolfe,KY
1868,-2.0,-2.0,-2.0,21239,Woodford,KY,tie,Woodford,KY
1869,-2.0,-2.0,-2.0,22001,Acadia,LA,tie,Acadia,LA
1870,-2.0,-2.0,-2.0,22003,Allen,LA,tie,Allen,LA
1871,-2.0,-2.0,-2.0,22011,Beauregard,LA,tie,Beauregard,LA
1872,-2.0,-2.0,-2.0,22013,Bienville,LA,tie,Bienville,LA
1873,-2.0,-2.0,-2.0,22021,Caldwell,LA,tie,Caldwell,LA
1874,-2.0,-2.0,-2.0,22023,Cameron,LA,tie,Cameron,LA
1875,-2.0,-2.0,-2.0,22025,Catahoula,LA,tie,Catahoula,LA
1876,-2.0,-2.0,-2.0,22027,Claiborne,LA,tie,Claiborne,LA
1877,-2.0,-2.0,-2.0,22029,Concordia,LA,tie,Concordia,LA
1878,-2.0,-2.0,-2.0,22031,De Soto,LA,tie,De Soto,LA
1879,-2.0,-2.0,-2.0,22035,East Carroll,LA,tie,East Carroll,LA
1880,-2.0,-2.0,-2.0,22037,East Feliciana,LA,tie,East Feliciana,LA
1881,-2.0,-2.0,-2.0,22039,Evangeline,LA,tie,Evangeline,LA
1882,-2.0,-2.0,-2.0,22041,Franklin,LA,tie,Franklin,LA
1883,-2.0,-2.0,-2.0,22043,Grant,LA,tie,Grant,LA
1884,-2.0,-2.0,-2.0,22045,Iberia,LA,tie,Iberia,LA
1885,-2.0,-2.0,-2.0,22047,Iberville,LA,tie,Iberville,LA
1886,-2.0,-2.0,-2.0,22049,Jackson,LA,tie,Jackson,LA
1887,-2.0,-2.0,-2.0,22053,Jefferson Davis,LA,tie,Jefferson Davis,LA
1888,-2.0,-2.0,-2.0,22057,Lafourche,LA,tie,Lafourche,LA
1889,-2.0,-2.0,-2.0,22059,La Salle,LA,tie,La Salle,LA
1890,-2.0,-2.0,-2.0,22061,Lincoln,LA,tie,Lincoln,LA
1891,-2.0,-2.0,-2.0,22063,Livingston,LA,tie,Livingston,LA
1892,-2.0,-2.0,-2.0,22065,Madison,LA,tie,Madison,LA
1893,-2.0,-2.0,-2.0,22067,Morehouse,LA,tie,Morehouse,LA
1894,-2.0,-2.0,-2.0,22069,Natchitoches,LA,tie,Natchitoches,LA
1895,-2.0,-2.0,-2.0,22077,Pointe Coupee,LA,tie,Pointe Coupee,LA
1896,-2.0,-2.0,-2.0,22081,Red River,LA,tie,Red River,LA
1897,-2.0,-2.0,-2.0,22083,Richland,LA,tie,Richland,LA
1898,-2.0,-2.0,-2.0,22085,Sabine,LA,tie,Sabine,LA
1899,-2.0,-2.0,-2.0,22087,St Bernard,LA,tie,St Bernard,LA
1900,-2.0,-2.0,-2.0,22091,St Helena,LA,tie,St Helena,LA
1901,-2.0,-2.0,-2.0,22093,St James,LA,tie,St James,LA
1902,-2.0,-2.0,-2.0,22095,St John the Baptist,LA,tie,St John the Baptist,LA
1903,-2.0,-2.0,-2.0,22099,St Martin,LA,tie,St Martin,LA
1904,-2.0,-2.0,-2.0,22101,St Mary,LA,tie,St Mary,LA
1905,-2.0,-2.0,-2.0,22105,Tangipahoa,LA,tie,Tangipahoa,LA
1906,-2.0,-2.0,-2.0,22107,Tensas,LA,tie,Tensas,LA
1907,-2.0,-2.0,-2.0,22111,Union,LA,tie,Union,LA
1908,-2.0,-2.0,-2.0,22115,Vernon,LA,tie,Vernon,LA
1909,-2.0,-2.0,-2.0,22119,Webster,LA,tie,Webster,LA
1910,-2.0,-2.0,-2.0,22121,West Baton Rouge,LA,tie,West Baton Rouge,LA
1911,-2.0,-2.0,-2.0,22123,West Carroll,LA,tie,West Carroll,LA
1912,-2.0,-2.0,-2.0,22125,West Feliciana,LA,tie,West Feliciana,LA
1913,-2.0,-2.0,-2.0,22127,Winn,LA,tie,Winn,LA
1914,-2.0,-2.0,-2.0,23003,Aroostook,ME,tie,Aroostook,ME
1915,-2.0,-2.0,-2.0,23007,Franklin,ME,tie,Franklin,ME
1916,-2.0,-2.0,-2.0,23009,Hancock,ME,tie,Hancock,ME
1917,-2.0,-2.0,-2.0,23017,Oxford,ME,tie,Oxford,ME
1918,-2.0,-2.0,-2.0,23023,Sagadahoc,ME,tie,Sagadahoc,ME
1919,-2.0,-2.0,-2.0,23029,Washington,ME,tie,Washington,ME
1920,-2.0,-2.0,-2.0,24023,Garrett,MD,tie,Garrett,MD
1921,-2.0,-2.0,-2.0,24039,Somerset,MD,tie,Somerset,MD
1922,-2.0,-2.0,-2.0,24041,Talbot,MD,tie,Talbot,MD
1923,-2.0,-2.0,-2.0,25007,Dukes,MA,tie,Dukes,MA
1924,-2.0,-2.0,-2.0,26001,Alcona,MI,tie,Alcona,MI
1925,-2.0,-2.0,-2.0,26003,Alger,MI,tie,Alger,MI
1926,-2.0,-2.0,-2.0,26005,Allegan,MI,tie,Allegan,MI
1927,-2.0,-2.0,-2.0,26009,Antrim,MI,tie,Antrim,MI
1928,-2.0,-2.0,-2.0,26011,Arenac,MI,tie,Arenac,MI
1929,-2.0,-2.0,-2.0,26013,Baraga,MI,tie,Baraga,MI
1930,-2.0,-2.0,-2.0,26019,Benzie,MI,tie,Benzie,MI
1931,-2.0,-2.0,-2.0,26021,Berrien,MI,tie,Berrien,MI
1932,-2.0,-2.0,-2.0,26029,Charlevoix,MI,tie,Charlevoix,MI
1933,-2.0,-2.0,-2.0,26033,Chippewa,MI,tie,Chippewa,MI
1934,-2.0,-2.0,-2.0,26035,Clare,MI,tie,Clare,MI
1935,-2.0,-2.0,-2.0,26041,Delta,MI,tie,Delta,MI
1936,-2.0,-2.0,-2.0,26043,Dickinson,MI,tie,Dickinson,MI
1937,-2.0,-2.0,-2.0,26047,Emmet,MI,tie,Emmet,MI
1938,-2.0,-2.0,-2.0,26051,Gladwin,MI,tie,Gladwin,MI
1939,-2.0,-2.0,-2.0,26053,Gogebic,MI,tie,Gogebic,MI
1940,-2.0,-2.0,-2.0,26057,Gratiot,MI,tie,Gratiot,MI
1941,-2.0,-2.0,-2.0,26061,Houghton,MI,tie,Houghton,MI
1942,-2.0,-2.0,-2.0,26063,Huron,MI,tie,Huron,MI
1943,-2.0,-2.0,-2.0,26067,Ionia,MI,tie,Ionia,MI
1944,-2.0,-2.0,-2.0,26069,Iosco,MI,tie,Iosco,MI
1945,-2.0,-2.0,-2.0,26071,Iron,MI,tie,Iron,MI
1946,-2.0,-2.0,-2.0,26079,Kalkaska,MI,tie,Kalkaska,MI
1947,-2.0,-2.0,-2.0,26083,Keweenaw,MI,tie,Keweenaw,MI
1948,-2.0,-2.0,-2.0,26085,Lake,MI,tie,Lake,MI
1949,-2.0,-2.0,-2.0,26087,Lapeer,MI,tie,Lapeer,MI
1950,-2.0,-2.0,-2.0,26089,Leelanau,MI,tie,Leelanau,MI
1951,-2.0,-2.0,-2.0,26095,Luce,MI,tie,Luce,MI
1952,-2.0,-2.0,-2.0,26097,Mackinac,MI,tie,Mackinac,MI
1953,-2.0,-2.0,-2.0,26109,Menominee,MI,tie,Menominee,MI
1954,-2.0,-2.0,-2.0,26117,Montcalm,MI,tie,Montcalm,MI
1955,-2.0,-2.0,-2.0,26119,Montmorency,MI,tie,Montmorency,MI
1956,-2.0,-2.0,-2.0,26121,Muskegon,MI,tie,Muskegon,MI
1957,-2.0,-2.0,-2.0,26123,Newaygo,MI,tie,Newaygo,MI
1958,-2.0,-2.0,-2.0,26127,Oceana,MI,tie,Oceana,MI
1959,-2.0,-2.0,-2.0,26129,Ogemaw,MI,tie,Ogemaw,MI
1960,-2.0,-2.0,-2.0,26131,Ontonagon,MI,tie,Ontonagon,MI
1961,-2.0,-2.0,-2.0,26133,Osceola,MI,tie,Osceola,MI
1962,-2.0,-2.0,-2.0,26135,Oscoda,MI,tie,Oscoda,MI
1963,-2.0,-2.0,-2.0,26141,Presque Isle,MI,tie,Presque Isle,MI
1964,-2.0,-2.0,-2.0,26143,Roscommon,MI,tie,Roscommon,MI
1965,-2.0,-2.0,-2.0,26149,St Joseph,MI,tie,St Joseph,MI
1966,-2.0,-2.0,-2.0,26155,Shiawassee,MI,tie,Shiawassee,MI
1967,-2.0,-2.0,-2.0,26157,Tuscola,MI,tie,Tuscola,MI
1968,-2.0,-2.0,-2.0,26159,Van Buren,MI,tie,Van Buren,MI
1969,-2.0,-2.0,-2.0,27001,Aitkin,MN,tie,Aitkin,MN
1970,-2.0,-2.0,-2.0,27011,Big Stone,MN,tie,Big Stone,MN
1971,-2.0,-2.0,-2.0,27015,Brown,MN,tie,Brown,MN
1972,-2.0,-2.0,-2.0,27017,Carlton,MN,tie,Carlton,MN
1973,-2.0,-2.0,-2.0,27021,Cass,MN,tie,Cass,MN
1974,-2.0,-2.0,-2.0,27023,Chippewa,MN,tie,Chippewa,MN
1975,-2.0,-2.0,-2.0,27025,Chisago,MN,tie,Chisago,MN
1976,-2.0,-2.0,-2.0,27029,Clearwater,MN,tie,Clearwater,MN
1977,-2.0,-2.0,-2.0,27031,Cook,MN,tie,Cook,MN
1978,-2.0,-2.0,-2.0,27033,Cottonwood,MN,tie,Cottonwood,MN
1979,-2.0,-2.0,-2.0,27039,Dodge,MN,tie,Dodge,MN
1980,-2.0,-2.0,-2.0,27041,Douglas,MN,tie,Douglas,MN
1981,-2.0,-2.0,-2.0,27043,Faribault,MN,tie,Faribault,MN
1982,-2.0,-2.0,-2.0,27047,Freeborn,MN,tie,Freeborn,MN
1983,-2.0,-2.0,-2.0,27049,Goodhue,MN,tie,Goodhue,MN
1984,-2.0,-2.0,-2.0,27051,Grant,MN,tie,Grant,MN
1985,-2.0,-2.0,-2.0,27057,Hubbard,MN,tie,Hubbard,MN
1986,-2.0,-2.0,-2.0,27059,Isanti,MN,tie,Isanti,MN
1987,-2.0,-2.0,-2.0,27065,Kanabec,MN,tie,Kanabec,MN
1988,-2.0,-2.0,-2.0,27067,Kandiyohi,MN,tie,Kandiyohi,MN
1989,-2.0,-2.0,-2.0,27069,Kittson,MN,tie,Kittson,MN
1990,-2.0,-2.0,-2.0,27071,Koochiching,MN,tie,Koochiching,MN
1991,-2.0,-2.0,-2.0,27073,Lac qui Parle,MN,tie,Lac qui Parle,MN
1992,-2.0,-2.0,-2.0,27075,Lake,MN,tie,Lake,MN
1993,-2.0,-2.0,-2.0,27077,Lake of the Woods,MN,tie,Lake of the Woods,MN
1994,-2.0,-2.0,-2.0,27081,Lincoln,MN,tie,Lincoln,MN
1995,-2.0,-2.0,-2.0,27083,Lyon,MN,tie,Lyon,MN
1996,-2.0,-2.0,-2.0,27085,McLeod,MN,tie,McLeod,MN
1997,-2.0,-2.0,-2.0,27087,Mahnomen,MN,tie,Mahnomen,MN
1998,-2.0,-2.0,-2.0,27089,Marshall,MN,tie,Marshall,MN
1999,-2.0,-2.0,-2.0,27093,Meeker,MN,tie,Meeker,MN
2000,-2.0,-2.0,-2.0,27095,Mille Lacs,MN,tie,Mille Lacs,MN
2001,-2.0,-2.0,-2.0,27101,Murray,MN,tie,Murray,MN
2002,-2.0,-2.0,-2.0,27103,Nicollet,MN,tie,Nicollet,MN
2003,-2.0,-2.0,-2.0,27105,Nobles,MN,tie,Nobles,MN
2004,-2.0,-2.0,-2.0,27107,Norman,MN,tie,Norman,MN
2005,-2.0,-2.0,-2.0,27113,Pennington,MN,tie,Pennington,MN
2006,-2.0,-2.0,-2.0,27115,Pine,MN,tie,Pine,MN
2007,-2.0,-2.0,-2.0,27117,Pipestone,MN,tie,Pipestone,MN
2008,-2.0,-2.0,-2.0,27119,Polk,MN,tie,Polk,MN
2009,-2.0,-2.0,-2.0,27121,Pope,MN,tie,Pope,MN
2010,-2.0,-2.0,-2.0,27125,Red Lake,MN,tie,Red Lake,MN
2011,-2.0,-2.0,-2.0,27127,Redwood,MN,tie,Redwood,MN
2012,-2.0,-2.0,-2.0,27129,Renville,MN,tie,Renville,MN
2013,-2.0,-2.0,-2.0,27131,Rice,MN,tie,Rice,MN
2014,-2.0,-2.0,-2.0,27133,Rock,MN,tie,Rock,MN
2015,-2.0,-2.0,-2.0,27135,Roseau,MN,tie,Roseau,MN
2016,-2.0,-2.0,-2.0,27143,Sibley,MN,tie,Sibley,MN
2017,-2.0,-2.0,-2.0,27147,Steele,MN,tie,Steele,MN
2018,-2.0,-2.0,-2.0,27149,Stevens,MN,tie,Stevens,MN
2019,-2.0,-2.0,-2.0,27151,Swift,MN,tie,Swift,MN
2020,-2.0,-2.0,-2.0,27153,Todd,MN,tie,Todd,MN
2021,-2.0,-2.0,-2.0,27155,Traverse,MN,tie,Traverse,MN
2022,-2.0,-2.0,-2.0,27157,Wabasha,MN,tie,Wabasha,MN
2023,-2.0,-2.0,-2.0,27159,Wadena,MN,tie,Wadena,MN
2024,-2.0,-2.0,-2.0,27161,Waseca,MN,tie,Waseca,MN
2025,-2.0,-2.0,-2.0,27165,Watonwan,MN,tie,Watonwan,MN
2026,-2.0,-2.0,-2.0,27167,Wilkin,MN,tie,Wilkin,MN
2027,-2.0,-2.0,-2.0,27169,Winona,MN,tie,Winona,MN
2028,-2.0,-2.0,-2.0,27173,Yellow Medicine,MN,tie,Yellow Medicine,MN
2029,-2.0,-2.0,-2.0,28001,Adams,MS,tie,Adams,MS
2030,-2.0,-2.0,-2.0,28003,Alcorn,MS,tie,Alcorn,MS
2031,-2.0,-2.0,-2.0,28005,Amite,MS,tie,Amite,MS
2032,-2.0,-2.0,-2.0,28007,Attala,MS,tie,Attala,MS
2033,-2.0,-2.0,-2.0,28013,Calhoun,MS,tie,Calhoun,MS
2034,-2.0,-2.0,-2.0,28015,Carroll,MS,tie,Carroll,MS
2035,-2.0,-2.0,-2.0,28017,Chickasaw,MS,tie,Chickasaw,MS
2036,-2.0,-2.0,-2.0,28019,Choctaw,MS,tie,Choctaw,MS
2037,-2.0,-2.0,-2.0,28021,Claiborne,MS,tie,Claiborne,MS
2038,-2.0,-2.0,-2.0,28023,Clarke,MS,tie,Clarke,MS
2039,-2.0,-2.0,-2.0,28025,Clay,MS,tie,Clay,MS
2040,-2.0,-2.0,-2.0,28027,Coahoma,MS,tie,Coahoma,MS
2041,-2.0,-2.0,-2.0,28029,Copiah,MS,tie,Copiah,MS
2042,-2.0,-2.0,-2.0,28031,Covington,MS,tie,Covington,MS
2043,-2.0,-2.0,-2.0,28037,Franklin,MS,tie,Franklin,MS
2044,-2.0,-2.0,-2.0,28041,Greene,MS,tie,Greene,MS
2045,-2.0,-2.0,-2.0,28051,Holmes,MS,tie,Holmes,MS
2046,-2.0,-2.0,-2.0,28053,Humphreys,MS,tie,Humphreys,MS
2047,-2.0,-2.0,-2.0,28055,Issaquena,MS,tie,Issaquena,MS
2048,-2.0,-2.0,-2.0,28059,Jackson,MS,tie,Jackson,MS
2049,-2.0,-2.0,-2.0,28061,Jasper,MS,tie,Jasper,MS
2050,-2.0,-2.0,-2.0,28063,Jefferson,MS,tie,Jefferson,MS
2051,-2.0,-2.0,-2.0,28065,Jefferson Davis,MS,tie,Jefferson Davis,MS
2052,-2.0,-2.0,-2.0,28069,Kemper,MS,tie,Kemper,MS
2053,-2.0,-2.0,-2.0,28073,Lamar,MS,tie,Lamar,MS
2054,-2.0,-2.0,-2.0,28075,Lauderdale,MS,tie,Lauderdale,MS
2055,-2.0,-2.0,-2.0,28077,Lawrence,MS,tie,Lawrence,MS
2056,-2.0,-2.0,-2.0,28079,Leake,MS,tie,Leake,MS
2057,-2.0,-2.0,-2.0,28083,Leflore,MS,tie,Leflore,MS
2058,-2.0,-2.0,-2.0,28085,Lincoln,MS,tie,Lincoln,MS
2059,-2.0,-2.0,-2.0,28093,Marshall,MS,tie,Marshall,MS
2060,-2.0,-2.0,-2.0,28095,Monroe,MS,tie,Monroe,MS
2061,-2.0,-2.0,-2.0,28097,Montgomery,MS,tie,Montgomery,MS
2062,-2.0,-2.0,-2.0,28099,Neshoba,MS,tie,Neshoba,MS
2063,-2.0,-2.0,-2.0,28101,Newton,MS,tie,Newton,MS
2064,-2.0,-2.0,-2.0,28103,Noxubee,MS,tie,Noxubee,MS
2065,-2.0,-2.0,-2.0,28107,Panola,MS,tie,Panola,MS
2066,-2.0,-2.0,-2.0,28111,Perry,MS,tie,Perry,MS
2067,-2.0,-2.0,-2.0,28113,Pike,MS,tie,Pike,MS
2068,-2.0,-2.0,-2.0,28115,Pontotoc,MS,tie,Pontotoc,MS
2069,-2.0,-2.0,-2.0,28117,Prentiss,MS,tie,Prentiss,MS
2070,-2.0,-2.0,-2.0,28119,Quitman,MS,tie,Quitman,MS
2071,-2.0,-2.0,-2.0,28123,Scott,MS,tie,Scott,MS
2072,-2.0,-2.0,-2.0,28125,Sharkey,MS,tie,Sharkey,MS
2073,-2.0,-2.0,-2.0,28127,Simpson,MS,tie,Simpson,MS
2074,-2.0,-2.0,-2.0,28129,Smith,MS,tie,Smith,MS
2075,-2.0,-2.0,-2.0,28131,Stone,MS,tie,Stone,MS
2076,-2.0,-2.0,-2.0,28133,Sunflower,MS,tie,Sunflower,MS
2077,-2.0,-2.0,-2.0,28135,Tallahatchie,MS,tie,Tallahatchie,MS
2078,-2.0,-2.0,-2.0,28137,Tate,MS,tie,Tate,MS
2079,-2.0,-2.0,-2.0,28139,Tippah,MS,tie,Tippah,MS
2080,-2.0,-2.0,-2.0,28141,Tishomingo,MS,tie,Tishomingo,MS
2081,-2.0,-2.0,-2.0,28143,Tunica,MS,tie,Tunica,MS
2082,-2.0,-2.0,-2.0,28145,Union,MS,tie,Union,MS
2083,-2.0,-2.0,-2.0,28147,Walthall,MS,tie,Walthall,MS
2084,-2.0,-2.0,-2.0,28149,Warren,MS,tie,Warren,MS
2085,-2.0,-2.0,-2.0,28151,Washington,MS,tie,Washington,MS
2086,-2.0,-2.0,-2.0,28153,Wayne,MS,tie,Wayne,MS
2087,-2.0,-2.0,-2.0,28155,Webster,MS,tie,Webster,MS
2088,-2.0,-2.0,-2.0,28157,Wilkinson,MS,tie,Wilkinson,MS
2089,-2.0,-2.0,-2.0,28159,Winston,MS,tie,Winston,MS
2090,-2.0,-2.0,-2.0,28161,Yalobusha,MS,tie,Yalobusha,MS
2091,-2.0,-2.0,-2.0,28163,Yazoo,MS,tie,Yazoo,MS
2092,-2.0,-2.0,-2.0,29001,Adair,MO,tie,Adair,MO
2093,-2.0,-2.0,-2.0,29003,Andrew,MO,tie,Andrew,MO
2094,-2.0,-2.0,-2.0,29005,Atchison,MO,tie,Atchison,MO
2095,-2.0,-2.0,-2.0,29007,Audrain,MO,tie,Audrain,MO
2096,-2.0,-2.0,-2.0,29009,Barry,MO,tie,Barry,MO
2097,-2.0,-2.0,-2.0,29011,Barton,MO,tie,Barton,MO
2098,-2.0,-2.0,-2.0,29013,Bates,MO,tie,Bates,MO
2099,-2.0,-2.0,-2.0,29015,Benton,MO,tie,Benton,MO
2100,-2.0,-2.0,-2.0,29017,Bollinger,MO,tie,Bollinger,MO
2101,-2.0,-2.0,-2.0,29023,Butler,MO,tie,Butler,MO
2102,-2.0,-2.0,-2.0,29025,Caldwell,MO,tie,Caldwell,MO
2103,-2.0,-2.0,-2.0,29029,Camden,MO,tie,Camden,MO
2104,-2.0,-2.0,-2.0,29033,Carroll,MO,tie,Carroll,MO
2105,-2.0,-2.0,-2.0,29035,Carter,MO,tie,Carter,MO
2106,-2.0,-2.0,-2.0,29039,Cedar,MO,tie,Cedar,MO
2107,-2.0,-2.0,-2.0,29041,Chariton,MO,tie,Chariton,MO
2108,-2.0,-2.0,-2.0,29045,Clark,MO,tie,Clark,MO
2109,-2.0,-2.0,-2.0,29049,Clinton,MO,tie,Clinton,MO
2110,-2.0,-2.0,-2.0,29051,Cole,MO,tie,Cole,MO
2111,-2.0,-2.0,-2.0,29053,Cooper,MO,tie,Cooper,MO
2112,-2.0,-2.0,-2.0,29055,Crawford,MO,tie,Crawford,MO
2113,-2.0,-2.0,-2.0,29057,Dade,MO,tie,Dade,MO
2114,-2.0,-2.0,-2.0,29059,Dallas,MO,tie,Dallas,MO
2115,-2.0,-2.0,-2.0,29061,Daviess,MO,tie,Daviess,MO
2116,-2.0,-2.0,-2.0,29063,De Kalb,MO,tie,De Kalb,MO
2117,-2.0,-2.0,-2.0,29065,Dent,MO,tie,Dent,MO
2118,-2.0,-2.0,-2.0,29067,Douglas,MO,tie,Douglas,MO
2119,-2.0,-2.0,-2.0,29069,Dunklin,MO,tie,Dunklin,MO
2120,-2.0,-2.0,-2.0,29071,Franklin,MO,tie,Franklin,MO
2121,-2.0,-2.0,-2.0,29075,Gentry,MO,tie,Gentry,MO
2122,-2.0,-2.0,-2.0,29081,Harrison,MO,tie,Harrison,MO
2123,-2.0,-2.0,-2.0,29083,Henry,MO,tie,Henry,MO
2124,-2.0,-2.0,-2.0,29087,Holt,MO,tie,Holt,MO
2125,-2.0,-2.0,-2.0,29089,Howard,MO,tie,Howard,MO
2126,-2.0,-2.0,-2.0,29091,Howell,MO,tie,Howell,MO
2127,-2.0,-2.0,-2.0,29093,Iron,MO,tie,Iron,MO
2128,-2.0,-2.0,-2.0,29103,Knox,MO,tie,Knox,MO
2129,-2.0,-2.0,-2.0,29107,Lafayette,MO,tie,Lafayette,MO
2130,-2.0,-2.0,-2.0,29109,Lawrence,MO,tie,Lawrence,MO
2131,-2.0,-2.0,-2.0,29111,Lewis,MO,tie,Lewis,MO
2132,-2.0,-2.0,-2.0,29113,Lincoln,MO,tie,Lincoln,MO
2133,-2.0,-2.0,-2.0,29115,Linn,MO,tie,Linn,MO
2134,-2.0,-2.0,-2.0,29119,McDonald,MO,tie,McDonald,MO
2135,-2.0,-2.0,-2.0,29121,Macon,MO,tie,Macon,MO
2136,-2.0,-2.0,-2.0,29123,Madison,MO,tie,Madison,MO
2137,-2.0,-2.0,-2.0,29125,Maries,MO,tie,Maries,MO
2138,-2.0,-2.0,-2.0,29129,Mercer,MO,tie,Mercer,MO
2139,-2.0,-2.0,-2.0,29131,Miller,MO,tie,Miller,MO
2140,-2.0,-2.0,-2.0,29133,Mississippi,MO,tie,Mississippi,MO
2141,-2.0,-2.0,-2.0,29135,Moniteau,MO,tie,Moniteau,MO
2142,-2.0,-2.0,-2.0,29137,Monroe,MO,tie,Monroe,MO
2143,-2.0,-2.0,-2.0,29141,Morgan,MO,tie,Morgan,MO
2144,-2.0,-2.0,-2.0,29143,New Madrid,MO,tie,New Madrid,MO
2145,-2.0,-2.0,-2.0,29145,Newton,MO,tie,Newton,MO
2146,-2.0,-2.0,-2.0,29147,Nodaway,MO,tie,Nodaway,MO
2147,-2.0,-2.0,-2.0,29149,Oregon,MO,tie,Oregon,MO
2148,-2.0,-2.0,-2.0,29151,Osage,MO,tie,Osage,MO
2149,-2.0,-2.0,-2.0,29153,Ozark,MO,tie,Ozark,MO
2150,-2.0,-2.0,-2.0,29155,Pemiscot,MO,tie,Pemiscot,MO
2151,-2.0,-2.0,-2.0,29157,Perry,MO,tie,Perry,MO
2152,-2.0,-2.0,-2.0,29159,Pettis,MO,tie,Pettis,MO
2153,-2.0,-2.0,-2.0,29161,Phelps,MO,tie,Phelps,MO
2154,-2.0,-2.0,-2.0,29163,Pike,MO,tie,Pike,MO
2155,-2.0,-2.0,-2.0,29167,Polk,MO,tie,Polk,MO
2156,-2.0,-2.0,-2.0,29169,Pulaski,MO,tie,Pulaski,MO
2157,-2.0,-2.0,-2.0,29171,Putnam,MO,tie,Putnam,MO
2158,-2.0,-2.0,-2.0,29173,Ralls,MO,tie,Ralls,MO
2159,-2.0,-2.0,-2.0,29175,Randolph,MO,tie,Randolph,MO
2160,-2.0,-2.0,-2.0,29177,Ray,MO,tie,Ray,MO
2161,-2.0,-2.0,-2.0,29179,Reynolds,MO,tie,Reynolds,MO
2162,-2.0,-2.0,-2.0,29181,Ripley,MO,tie,Ripley,MO
2163,-2.0,-2.0,-2.0,29186,Ste. Genevieve,MO,tie,Ste. Genevieve,MO
2164,-2.0,-2.0,-2.0,29195,Saline,MO,tie,Saline,MO
2165,-2.0,-2.0,-2.0,29197,Schuyler,MO,tie,Schuyler,MO
2166,-2.0,-2.0,-2.0,29199,Scotland,MO,tie,Scotland,MO
2167,-2.0,-2.0,-2.0,29201,Scott,MO,tie,Scott,MO
2168,-2.0,-2.0,-2.0,29203,Shannon,MO,tie,Shannon,MO
2169,-2.0,-2.0,-2.0,29205,Shelby,MO,tie,Shelby,MO
2170,-2.0,-2.0,-2.0,29207,Stoddard,MO,tie,Stoddard,MO
2171,-2.0,-2.0,-2.0,29211,Sullivan,MO,tie,Sullivan,MO
2172,-2.0,-2.0,-2.0,29215,Texas,MO,tie,Texas,MO
2173,-2.0,-2.0,-2.0,29217,Vernon,MO,tie,Vernon,MO
2174,-2.0,-2.0,-2.0,29219,Warren,MO,tie,Warren,MO
2175,-2.0,-2.0,-2.0,29221,Washington,MO,tie,Washington,MO
2176,-2.0,-2.0,-2.0,29223,Wayne,MO,tie,Wayne,MO
2177,-2.0,-2.0,-2.0,29227,Worth,MO,tie,Worth,MO
2178,-2.0,-2.0,-2.0,29229,Wright,MO,tie,Wright,MO
2179,-2.0,-2.0,-2.0,30001,Beaverhead,MT,tie,Beaverhead,MT
2180,-2.0,-2.0,-2.0,30003,Big Horn,MT,tie,Big Horn,MT
2181,-2.0,-2.0,-2.0,30005,Blaine,MT,tie,Blaine,MT
2182,-2.0,-2.0,-2.0,30007,Broadwater,MT,tie,Broadwater,MT
2183,-2.0,-2.0,-2.0,30009,Carbon,MT,tie,Carbon,MT
2184,-2.0,-2.0,-2.0,30011,Carter,MT,tie,Carter,MT
2185,-2.0,-2.0,-2.0,30013,Cascade,MT,tie,Cascade,MT
2186,-2.0,-2.0,-2.0,30015,Chouteau,MT,tie,Chouteau,MT
2187,-2.0,-2.0,-2.0,30017,Custer,MT,tie,Custer,MT
2188,-2.0,-2.0,-2.0,30019,Daniels,MT,tie,Daniels,MT
2189,-2.0,-2.0,-2.0,30021,Dawson,MT,tie,Dawson,MT
2190,-2.0,-2.0,-2.0,30023,Deer Lodge,MT,tie,Deer Lodge,MT
2191,-2.0,-2.0,-2.0,30025,Fallon,MT,tie,Fallon,MT
