,grocery_sent,unhealthy_sent,healthy_sent,FIPS,Name_x,State_x,final_sent,Name_y,State_y
1498,-2.0,-2.0,-2.0,17015,Carroll,IL,tie,Carroll,IL
1499,-2.0,-2.0,-2.0,17017,Cass,IL,tie,Cass,IL
1500,-2.0,-2.0,-2.0,17021,Christian,IL,tie,Christian,IL
1501,-2.0,-2.0,-2.0,17023,Clark,IL,tie,Clark,IL
1502,-2.0,-2.0,-2.0,17025,Clay,IL,tie,Clay,IL
1503,-2.0,-2.0,-2.0,17027,Clinton,IL,tie,Clinton,IL
1504,-2.0,-2.0,-2.0,17033,Crawford,IL,tie,Crawford,IL
1505,-2.0,-2.0,-2.0,17035,Cumberland,IL,tie,Cumberland,IL
1506,-2.0,-2.0,-2.0,17041,Douglas,IL,tie,Douglas,IL
1507,-2.0,-2.0,-2.0,17045,Edgar,IL,tie,Edgar,IL
1508,-2.0,-2.0,-2.0,17047,Edwards,IL,tie,Edwards,IL
1509,-2.0,-2.0,-2.0,17051,Fayette,IL,tie,Fayette,IL
1510,-2.0,-2.0,-2.0,17053,Ford,IL,tie,Ford,IL
1511,-2.0,-2.0,-2.0,17059,Gallatin,IL,tie,Gallatin,IL
1512,-2.0,-2.0,-2.0,17061,Greene,IL,tie,Greene,IL
1513,-2.0,-2.0,-2.0,17067,Hancock,IL,tie,Hancock,IL
1514,-2.0,-2.0,-2.0,17069,Hardin,IL,tie,Hardin,IL
1515,-2.0,-2.0,-2.0,17071,Henderson,IL,tie,Henderson,IL
1516,-2.0,-2.0,-2.0,17079,Jasper,IL,tie,Jasper,IL
1517,-2.0,-2.0,-2.0,17081,Jefferson,IL,tie,Jefferson,IL
1518,-2.0,-2.0,-2.0,17083,Jersey,IL,tie,Jersey,IL
1519,-2.0,-2.0,-2.0,17085,Jo Daviess,IL,tie,Jo Daviess,IL
1520,-2.0,-2.0,-2.0,17087,Johnson,IL,tie,Johnson,IL
1521,-2.0,-2.0,-2.0,17095,Knox,IL,tie,Knox,IL
1522,-2.0,-2.0,-2.0,17099,La Salle,IL,tie,La Salle,IL
1523,-2.0,-2.0,-2.0,17101,Lawrence,IL,tie,Lawrence,IL
1524,-2.0,-2.0,-2.0,17105,Livingston,IL,tie,Livingston,IL
1525,-2.0,-2.0,-2.0,17107,Logan,IL,tie,Logan,IL
1526,-2.0,-2.0,-2.0,17109,McDonough,IL,tie,McDonough,IL
1527,-2.0,-2.0,-2.0,17121,Marion,IL,tie,Marion,IL
1528,-2.0,-2.0,-2.0,17123,Marshall,IL,tie,Marshall,IL
1529,-2.0,-2.0,-2.0,17125,Mason,IL,tie,Mason,IL
1530,-2.0,-2.0,-2.0,17127,Massac,IL,tie,Massac,IL
1531,-2.0,-2.0,-2.0,17129,Menard,IL,tie,Menard,IL
1532,-2.0,-2.0,-2.0,17131,Mercer,IL,tie,Mercer,IL
1533,-2.0,-2.0,-2.0,17133,Monroe,IL,tie,Monroe,IL
1534,-2.0,-2.0,-2.0,17135,Montgomery,IL,tie,Montgomery,IL
1535,-2.0,-2.0,-2.0,17137,Morgan,IL,tie,Morgan,IL
1536,-2.0,-2.0,-2.0,17139,Moultrie,IL,tie,Moultrie,IL
1537,-2.0,-2.0,-2.0,17145,Perry,IL,tie,Perry,IL
1538,-2.0,-2.0,-2.0,17147,Piatt,IL,tie,Piatt,IL
1539,-2.0,-2.0,-2.0,17151,Pope,IL,tie,Pope,IL
1540,-2.0,-2.0,-2.0,17153,Pulaski,IL,tie,Pulaski,IL
1541,-2.0,-2.0,-2.0,17155,Putnam,IL,tie,Putnam,IL
1542,-2.0,-2.0,-2.0,17157,Randolph,IL,tie,Randolph,IL
1543,-2.0,-2.0,-2.0,17165,Saline,IL,tie,Saline,IL
1544,-2.0,-2.0,-2.0,17169,Schuyler,IL,tie,Schuyler,IL
1545,-2.0,-2.0,-2.0,17171,Scott,IL,tie,Scott,IL
1546,-2.0,-2.0,-2.0,17173,Shelby,IL,tie,Shelby,IL
1547,-2.0,-2.0,-2.0,17175,Stark,IL,tie,Stark,IL
1548,-2.0,-2.0,-2.0,17177,Stephenson,IL,tie,Stephenson,IL
1549,-2.0,-2.0,-2.0,17183,Vermilion,IL,tie,Vermilion,IL
1550,-2.0,-2.0,-2.0,17189,Washington,IL,tie,Washington,IL
1551,-2.0,-2.0,-2.0,17191,Wayne,IL,tie,Wayne,IL
1552,-2.0,-2.0,-2.0,17193,White,IL,tie,White,IL
1553,-2.0,-2.0,-2.0,17195,Whiteside,IL,tie,Whiteside,IL
1554,-2.0,-2.0,-2.0,17199,Williamson,IL,tie,Williamson,IL
1555,-2.0,-2.0,-2.0,17203,Woodford,IL,tie,Woodford,IL
1556,-2.0,-2.0,-2.0,18001,Adams,IN,tie,Adams,IN
1557,-2.0,-2.0,-2.0,18007,Benton,IN,tie,Benton,IN
1558,-2.0,-2.0,-2.0,18009,Blackford,IN,tie,Blackford,IN
1559,-2.0,-2.0,-2.0,18013,Brown,IN,tie,Brown,IN
1560,-2.0,-2.0,-2.0,18015,Carroll,IN,tie,Carroll,IN
1561,-2.0,-2.0,-2.0,18017,Cass,IN,tie,Cass,IN
1562,-2.0,-2.0,-2.0,18019,Clark,IN,tie,Clark,IN
1563,-2.0,-2.0,-2.0,18021,Clay,IN,tie,Clay,IN
1564,-2.0,-2.0,-2.0,18023,Clinton,IN,tie,Clinton,IN
1565,-2.0,-2.0,-2.0,18025,Crawford,IN,tie,Crawford,IN
1566,-2.0,-2.0,-2.0,18027,Daviess,IN,tie,Daviess,IN
1567,-2.0,-2.0,-2.0,18031,Decatur,IN,tie,Decatur,IN
1568,-2.0,-2.0,-2.0,18035,Delaware,IN,tie,Delaware,IN
1569,-2.0,-2.0,-2.0,18037,Dubois,IN,tie,Dubois,IN
1570,-2.0,-2.0,-2.0,18039,Elkhart,IN,tie,Elkhart,IN
1571,-2.0,-2.0,-2.0,18041,Fayette,IN,tie,Fayette,IN
1572,-2.0,-2.0,-2.0,18045,Fountain,IN,tie,Fountain,IN
1573,-2.0,-2.0,-2.0,18047,Franklin,IN,tie,Franklin,IN
1574,-2.0,-2.0,-2.0,18049,Fulton,IN,tie,Fulton,IN
1575,-2.0,-2.0,-2.0,18051,Gibson,IN,tie,Gibson,IN
1576,-2.0,-2.0,-2.0,18059,Hancock,IN,tie,Hancock,IN
1577,-2.0,-2.0,-2.0,18061,Harrison,IN,tie,Harrison,IN
1578,-2.0,-2.0,-2.0,18065,Henry,IN,tie,Henry,IN
1579,-2.0,-2.0,-2.0,18069,Huntington,IN,tie,Huntington,IN
1580,-2.0,-2.0,-2.0,18071,Jackson,IN,tie,Jackson,IN
1581,-2.0,-2.0,-2.0,18073,Jasper,IN,tie,Jasper,IN
1582,-2.0,-2.0,-2.0,18075,Jay,IN,tie,Jay,IN
1583,-2.0,-2.0,-2.0,18077,Jefferson,IN,tie,Jefferson,IN
1584,-2.0,-2.0,-2.0,18079,Jennings,IN,tie,Jennings,IN
1585,-2.0,-2.0,-2.0,18083,Knox,IN,tie,Knox,IN
1586,-2.0,-2.0,-2.0,18087,La Grange,IN,tie,La Grange,IN
1587,-2.0,-2.0,-2.0,18095,Madison,IN,tie,Madison,IN
1588,-2.0,-2.0,-2.0,18099,Marshall,IN,tie,Marshall,IN
1589,-2.0,-2.0,-2.0,18101,Martin,IN,tie,Martin,IN
1590,-2.0,-2.0,-2.0,18103,Miami,IN,tie,Miami,IN
1591,-2.0,-2.0,-2.0,18113,Noble,IN,tie,Noble,IN
1592,-2.0,-2.0,-2.0,18115,Ohio,IN,tie,Ohio,IN
1593,-2.0,-2.0,-2.0,18119,Owen,IN,tie,Owen,IN
1594,-2.0,-2.0,-2.0,18123,Perry,IN,tie,Perry,IN
1595,-2.0,-2.0,-2.0,18133,Putnam,IN,tie,Putnam,IN
1596,-2.0,-2.0,-2.0,18135,Randolph,IN,tie,Randolph,IN
1597,-2.0,-2.0,-2.0,18137,Ripley,IN,tie,Ripley,IN
1598,-2.0,-2.0,-2.0,18139,Rush,IN,tie,Rush,IN
1599,-2.0,-2.0,-2.0,18143,Scott,IN,tie,Scott,IN
1600,-2.0,-2.0,-2.0,18147,Spencer,IN,tie,Spencer,IN
1601,-2.0,-2.0,-2.0,18149,Starke,IN,tie,Starke,IN
1602,-2.0,-2.0,-2.0,18153,Sullivan,IN,tie,Sullivan,IN
1603,-2.0,-2.0,-2.0,18155,Switzerland,IN,tie,Switzerland,IN
1604,-2.0,-2.0,-2.0,18159,Tipton,IN,tie,Tipton,IN
1605,-2.0,-2.0,-2.0,18161,Union,IN,tie,Union,IN
1606,-2.0,-2.0,-2.0,18165,Vermillion,IN,tie,Vermillion,IN
1607,-2.0,-2.0,-2.0,18171,Warren,IN,tie,Warren,IN
1608,-2.0,-2.0,-2.0,18175,Washington,IN,tie,Washington,IN
1609,-2.0,-2.0,-2.0,18177,Wayne,IN,tie,Wayne,IN
1610,-2.0,-2.0,-2.0,18179,Wells,IN,tie,Wells,IN
1611,-2.0,-2.0,-2.0,18183,Whitley,IN,tie,Whitley,IN
1612,-2.0,-2.0,-2.0,19001,Adair,IA,tie,Adair,IA
1613,-2.0,-2.0,-2.0,19003,Adams,IA,tie,Adams,IA
1614,-2.0,-2.0,-2.0,19005,Allamakee,IA,tie,Allamakee,IA
1615,-2.0,-2.0,-2.0,19007,Appanoose,IA,tie,Appanoose,IA
1616,-2.0,-2.0,-2.0,19009,Audubon,IA,tie,Audubon,IA
1617,-2.0,-2.0,-2.0,19011,Benton,IA,tie,Benton,IA
1618,-2.0,-2.0,-2.0,19017,Bremer,IA,tie,Bremer,IA
1619,-2.0,-2.0,-2.0,19019,Buchanan,IA,tie,Buchanan,IA
1620,-2.0,-2.0,-2.0,19021,Buena Vista,IA,tie,Buena Vista,IA
1621,-2.0,-2.0,-2.0,19023,Butler,IA,tie,Butler,IA
1622,-2.0,-2.0,-2.0,19025,Calhoun,IA,tie,Calhoun,IA
1623,-2.0,-2.0,-2.0,19027,Carroll,IA,tie,Carroll,IA
1624,-2.0,-2.0,-2.0,19031,Cedar,IA,tie,Cedar,IA
1625,-2.0,-2.0,-2.0,19033,Cerro Gordo,IA,tie,Cerro Gordo,IA
1626,-2.0,-2.0,-2.0,19035,Cherokee,IA,tie,Cherokee,IA
1627,-2.0,-2.0,-2.0,19037,Chickasaw,IA,tie,Chickasaw,IA
1628,-2.0,-2.0,-2.0,19039,Clarke,IA,tie,Clarke,IA
1629,-2.0,-2.0,-2.0,19043,Clayton,IA,tie,Clayton,IA
1630,-2.0,-2.0,-2.0,19045,Clinton,IA,tie,Clinton,IA
1631,-2.0,-2.0,-2.0,19047,Crawford,IA,tie,Crawford,IA
1632,-2.0,-2.0,-2.0,19051,Davis,IA,tie,Davis,IA
1633,-2.0,-2.0,-2.0,19053,Decatur,IA,tie,Decatur,IA
1634,-2.0,-2.0,-2.0,19055,Delaware,IA,tie,Delaware,IA
1635,-2.0,-2.0,-2.0,19061,Dubuque,IA,tie,Dubuque,IA
1636,-2.0,-2.0,-2.0,19063,Emmet,IA,tie,Emmet,IA
1637,-2.0,-2.0,-2.0,19065,Fayette,IA,tie,Fayette,IA
1638,-2.0,-2.0,-2.0,19067,Floyd,IA,tie,Floyd,IA
1639,-2.0,-2.0,-2.0,19069,Franklin,IA,tie,Franklin,IA
1640,-2.0,-2.0,-2.0,19071,Fremont,IA,tie,Fremont,IA
1641,-2.0,-2.0,-2.0,19073,Greene,IA,tie,Greene,IA
1642,-2.0,-2.0,-2.0,19075,Grundy,IA,tie,Grundy,IA
1643,-2.0,-2.0,-2.0,19077,Guthrie,IA,tie,Guthrie,IA
1644,-2.0,-2.0,-2.0,19079,Hamilton,IA,tie,Hamilton,IA
1645,-2.0,-2.0,-2.0,19081,Hancock,IA,tie,Hancock,IA
1646,-2.0,-2.0,-2.0,19083,Hardin,IA,tie,Hardin,IA
1647,-2.0,-2.0,-2.0,19085,Harrison,IA,tie,Harrison,IA
1648,-2.0,-2.0,-2.0,19087,Henry,IA,tie,Henry,IA
1649,-2.0,-2.0,-2.0,19089,Howard,IA,tie,Howard,IA
1650,-2.0,-2.0,-2.0,19091,Humboldt,IA,tie,Humboldt,IA
1651,-2.0,-2.0,-2.0,19093,Ida,IA,tie,Ida,IA
1652,-2.0,-2.0,-2.0,19095,Iowa,IA,tie,Iowa,IA
1653,-2.0,-2.0,-2.0,19097,Jackson,IA,tie,Jackson,IA
1654,-2.0,-2.0,-2.0,19107,Keokuk,IA,tie,Keokuk,IA
1655,-2.0,-2.0,-2.0,19109,Kossuth,IA,tie,Kossuth,IA
1656,-2.0,-2.0,-2.0,19111,Lee,IA,tie,Lee,IA
1657,-2.0,-2.0,-2.0,19115,Louisa,IA,tie,Louisa,IA
1658,-2.0,-2.0,-2.0,19117,Lucas,IA,tie,Lucas,IA
1659,-2.0,-2.0,-2.0,19119,Lyon,IA,tie,Lyon,IA
1660,-2.0,-2.0,-2.0,19121,Madison,IA,tie,Madison,IA
1661,-2.0,-2.0,-2.0,19123,Mahaska,IA,tie,Mahaska,IA
1662,-2.0,-2.0,-2.0,19129,Mills,IA,tie,Mills,IA
1663,-2.0,-2.0,-2.0,19131,Mitchell,IA,tie,Mitchell,IA
1664,-2.0,-2.0,-2.0,19133,Monona,IA,tie,Monona,IA
1665,-2.0,-2.0,-2.0,19135,Monroe,IA,tie,Monroe,IA
1666,-2.0,-2.0,-2.0,19137,Montgomery,IA,tie,Montgomery,IA
1667,-2.0,-2.0,-2.0,19139,Muscatine,IA,tie,Muscatine,IA
1668,-2.0,-2.0,-2.0,19141,O Brien,IA,tie,O Brien,IA
1669,-2.0,-2.0,-2.0,19143,Osceola,IA,tie,Osceola,IA
1670,-2.0,-2.0,-2.0,19145,Page,IA,tie,Page,IA
1671,-2.0,-2.0,-2.0,19147,Palo Alto,IA,tie,Palo Alto,IA
1672,-2.0,-2.0,-2.0,19149,Plymouth,IA,tie,Plymouth,IA
1673,-2.0,-2.0,-2.0,19151,Pocahontas,IA,tie,Pocahontas,IA
1674,-2.0,-2.0,-2.0,19157,Poweshiek,IA,tie,Poweshiek,IA
1675,-2.0,-2.0,-2.0,19159,Ringgold,IA,tie,Ringgold,IA
1676,-2.0,-2.0,-2.0,19161,Sac,IA,tie,Sac,IA
1677,-2.0,-2.0,-2.0,19165,Shelby,IA,tie,Shelby,IA
1678,-2.0,-2.0,-2.0,19167,Sioux,IA,tie,Sioux,IA
1679,-2.0,-2.0,-2.0,19171,Tama,IA,tie,Tama,IA
1680,-2.0,-2.0,-2.0,19173,Taylor,IA,tie,Taylor,IA
1681,-2.0,-2.0,-2.0,19175,Union,IA,tie,Union,IA
1682,-2.0,-2.0,-2.0,19177,Van Buren,IA,tie,Van Buren,IA
1683,-2.0,-2.0,-2.0,19179,Wapello,IA,tie,Wapello,IA
1684,-2.0,-2.0,-2.0,19183,Washington,IA,tie,Washington,IA
1685,-2.0,-2.0,-2.0,19185,Wayne,IA,tie,Wayne,IA
1686,-2.0,-2.0,-2.0,19187,Webster,IA,tie,Webster,IA
1687,-2.0,-2.0,-2.0,19189,Winnebago,IA,tie,Winnebago,IA
1688,-2.0,-2.0,-2.0,19195,Worth,IA,tie,Worth,IA
1689,-2.0,-2.0,-2.0,19197,Wright,IA,tie,Wright,IA
1690,-2.0,-2.0,-2.0,20001,Allen,KS,tie,Allen,KS
1691,-2.0,-2.0,-2.0,20003,Anderson,KS,tie,Anderson,KS
1692,-2.0,-2.0,-2.0,20005,Atchison,KS,tie,Atchison,KS
1693,-2.0,-2.0,-2.0,20007,Barber,KS,tie,Barber,KS
1694,-2.0,-2.0,-2.0,20009,Barton,KS,tie,Barton,KS
1695,-2.0,-2.0,-2.0,20011,Bourbon,KS,tie,Bourbon,KS
1696,-2.0,-2.0,-2.0,20013,Brown,KS,tie,Brown,KS
1697,-2.0,-2.0,-2.0,20017,Chase,KS,tie,Chase,KS
1698,-2.0,-2.0,-2.0,20019,Chautauqua,KS,tie,Chautauqua,KS
1699,-2.0,-2.0,-2.0,20021,Cherokee,KS,tie,Cherokee,KS
1700,-2.0,-2.0,-2.0,20023,Cheyenne,KS,tie,Cheyenne,KS
1701,-2.0,-2.0,-2.0,20025,Clark,KS,tie,Clark,KS
1702,-2.0,-2.0,-2.0,20027,Clay,KS,tie,Clay,KS
1703,-2.0,-2.0,-2.0,20029,Cloud,KS,tie,Cloud,KS
1704,-2.0,-2.0,-2.0,20031,Coffey,KS,tie,Coffey,KS
1705,-2.0,-2.0,-2.0,20033,Comanche,KS,tie,Comanche,KS
1706,-2.0,-2.0,-2.0,20039,Decatur,KS,tie,Decatur,KS
1707,-2.0,-2.0,-2.0,20041,Dickinson,KS,tie,Dickinson,KS
1708,-2.0,-2.0,-2.0,20043,Doniphan,KS,tie,Doniphan,KS
1709,-2.0,-2.0,-2.0,20047,Edwards,KS,tie,Edwards,KS
1710,-2.0,-2.0,-2.0,20049,Elk,KS,tie,Elk,KS
1711,-2.0,-2.0,-2.0,20051,Ellis,KS,tie,Ellis,KS
1712,-2.0,-2.0,-2.0,20053,Ellsworth,KS,tie,Ellsworth,KS
1713,-2.0,-2.0,-2.0,20055,Finney,KS,tie,Finney,KS
1714,-2.0,-2.0,-2.0,20057,Ford,KS,tie,Ford,KS
1715,-2.0,-2.0,-2.0,20059,Franklin,KS,tie,Franklin,KS
1716,-2.0,-2.0,-2.0,20061,Geary,KS,tie,Geary,KS
1717,-2.0,-2.0,-2.0,20063,Gove,KS,tie,Gove,KS
1718,-2.0,-2.0,-2.0,20065,Graham,KS,tie,Graham,KS
1719,-2.0,-2.0,-2.0,20067,Grant,KS,tie,Grant,KS
1720,-2.0,-2.0,-2.0,20069,Gray,KS,tie,Gray,KS
1721,-2.0,-2.0,-2.0,20071,Greeley,KS,tie,Greeley,KS
1722,-2.0,-2.0,-2.0,20073,Greenwood,KS,tie,Greenwood,KS
1723,-2.0,-2.0,-2.0,20075,Hamilton,KS,tie,Hamilton,KS
1724,-2.0,-2.0,-2.0,20077,Harper,KS,tie,Harper,KS
1725,-2.0,-2.0,-2.0,20081,Haskell,KS,tie,Haskell,KS
1726,-2.0,-2.0,-2.0,20083,Hodgeman,KS,tie,Hodgeman,KS
1727,-2.0,-2.0,-2.0,20087,Jefferson,KS,tie,Jefferson,KS
1728,-2.0,-2.0,-2.0,20089,Jewell,KS,tie,Jewell,KS
1729,-2.0,-2.0,-2.0,20093,Kearny,KS,tie,Kearny,KS
1730,-2.0,-2.0,-2.0,20095,Kingman,KS,tie,Kingman,KS
1731,-2.0,-2.0,-2.0,20097,Kiowa,KS,tie,Kiowa,KS
1732,-2.0,-2.0,-2.0,20099,Labette,KS,tie,Labette,KS
1733,-2.0,-2.0,-2.0,20101,Lane,KS,tie,Lane,KS
1734,-2.0,-2.0,-2.0,20103,Leavenworth,KS,tie,Leavenworth,KS
1735,-2.0,-2.0,-2.0,20105,Lincoln,KS,tie,Lincoln,KS
1736,-2.0,-2.0,-2.0,20107,Linn,KS,tie,Linn,KS
1737,-2.0,-2.0,-2.0,20109,Logan,KS,tie,Logan,KS
1738,-2.0,-2.0,-2.0,20111,Lyon,KS,tie,Lyon,KS
1739,-2.0,-2.0,-2.0,20117,Marshall,KS,tie,Marshall,KS
1740,-2.0,-2.0,-2.0,20119,Meade,KS,tie,Meade,KS
1741,-2.0,-2.0,-2.0,20121,Miami,KS,tie,Miami,KS
1742,-2.0,-2.0,-2.0,20123,Mitchell,KS,tie,Mitchell,KS
1743,-2.0,-2.0,-2.0,20125,Montgomery,KS,tie,Montgomery,KS
1744,-2.0,-2.0,-2.0,20127,Morris,KS,tie,Morris,KS
1745,-2.0,-2.0,-2.0,20129,Morton,KS,tie,Morton,KS
1746,-2.0,-2.0,-2.0,20131,Nemaha,KS,tie,Nemaha,KS
1747,-2.0,-2.0,-2.0,20133,Neosho,KS,tie,Neosho,KS
1748,-2.0,-2.0,-2.0,20135,Ness,KS,tie,Ness,KS
1749,-2.0,-2.0,-2.0,20139,Osage,KS,tie,Osage,KS
1750,-2.0,-2.0,-2.0,20141,Osborne,KS,tie,Osborne,KS
1751,-2.0,-2.0,-2.0,20143,Ottawa,KS,tie,Ottawa,KS
1752,-2.0,-2.0,-2.0,20145,Pawnee,KS,tie,Pawnee,KS
1753,-2.0,-2.0,-2.0,20147,Phillips,KS,tie,Phillips,KS
1754,-2.0,-2.0,-2.0,20151,Pratt,KS,tie,Pratt,KS
1755,-2.0,-2.0,-2.0,20153,Rawlins,KS,tie,Rawlins,KS
1756,-2.0,-2.0,-2.0,20155,Reno,KS,tie,Reno,KS
1757,-2.0,-2.0,-2.0,20157,Republic,KS,tie,Republic,KS
1758,-2.0,-2.0,-2.0,20163,Rooks,KS,tie,Rooks,KS
1759,-2.0,-2.0,-2.0,20165,Rush,KS,tie,Rush,KS
1760,-2.0,-2.0,-2.0,20167,Russell,KS,tie,Russell,KS
1761,-2.0,-2.0,-2.0,20169,Saline,KS,tie,Saline,KS
1762,-2.0,-2.0,-2.0,20171,Scott,KS,tie,Scott,KS
1763,-2.0,-2.0,-2.0,20175,Seward,KS,tie,Seward,KS
1764,-2.0,-2.0,-2.0,20179,Sheridan,KS,tie,Sheridan,KS
1765,-2.0,-2.0,-2.0,20181,Sherman,KS,tie,Sherman,KS
1766,-2.0,-2.0,-2.0,20183,Smith,KS,tie,Smith,KS
1767,-2.0,-2.0,-2.0,20185,Stafford,KS,tie,Stafford,KS
1768,-2.0,-2.0,-2.0,20187,Stanton,KS,tie,Stanton,KS
1769,-2.0,-2.0,-2.0,20189,Stevens,KS,tie,Stevens,KS
1770,-2.0,-2.0,-2.0,20191,Sumner,KS,tie,Sumner,KS
1771,-2.0,-2.0,-2.0,20193,Thomas,KS,tie,Thomas,KS
1772,-2.0,-2.0,-2.0,20195,Trego,KS,tie,Trego,KS
1773,-2.0,-2.0,-2.0,20197,Wabaunsee,KS,tie,Wabaunsee,KS
1774,-2.0,-2.0,-2.0,20199,Wallace,KS,tie,Wallace,KS
1775,-2.0,-2.0,-2.0,20201,Washington,KS,tie,Washington,KS
1776,-2.0,-2.0,-2.0,20203,Wichita,KS,tie,Wichita,KS
1777,-2.0,-2.0,-2.0,20205,Wilson,KS,tie,Wilson,KS
1778,-2.0,-2.0,-2.0,20207,Woodson,KS,tie,Woodson,KS
1779,-2.0,-2.0,-2.0,21001,Adair,KY,tie,Adair,KY
1780,-2.0,-2.0,-2.0,21003,Allen,KY,tie,Allen,KY
1781,-2.0,-2.0,-2.0,21005,Anderson,KY,tie,Anderson,KY
1782,-2.0,-2.0,-2.0,21007,Ballard,KY,tie,Ballard,KY
1783,-2.0,-2.0,-2.0,21009,Barren,KY,tie,Barren,KY
1784,-2.0,-2.0,-2.0,21011,Bath,KY,tie,Bath,KY
1785,-2.0,-2.0,-2.0,21013,Bell,KY,tie,Bell,KY
1786,-2.0,-2.0,-2.0,21017,Bourbon,KY,tie,Bourbon,KY
1787,-2.0,-2.0,-2.0,21023,Bracken,KY,tie,Bracken,KY
1788,-2.0,-2.0,-2.0,21025,Breathitt,KY,tie,Breathitt,KY
1789,-2.0,-2.0,-2.0,21027,Breckinridge,KY,tie,Breckinridge,KY
1790,-2.0,-2.0,-2.0,21031,Butler,KY,tie,Butler,KY
1791,-2.0,-2.0,-2.0,21033,Caldwell,KY,tie,Caldwell,KY
1792,-2.0,-2.0,-2.0,21039,Carlisle,KY,tie,Carlisle,KY
1793,-2.0,-2.0,-2.0,21041,Carroll,KY,tie,Carroll,KY
1794,-2.0,-2.0,-2.0,21043,Carter,KY,tie,Carter,KY
1795,-2.0,-2.0,-2.0,21047,Christian,KY,tie,Christian,KY
1796,-2.0,-2.0,-2.0,21051,Clay,KY,tie,Clay,KY
1797,-2.0,-2.0,-2.0,21053,Clinton,KY,tie,Clinton,KY
1798,-2.0,-2.0,-2.0,21055,Crittenden,KY,tie,Crittenden,KY
1799,-2.0,-2.0,-2.0,21057,Cumberland,KY,tie,Cumberland,KY
1800,-2.0,-2.0,-2.0,21061,Edmonson,KY,tie,Edmonson,KY
1801,-2.0,-2.0,-2.0,21063,Elliott,KY,tie,Elliott,KY
1802,-2.0,-2.0,-2.0,21065,Estill,KY,tie,Estill,KY
1803,-2.0,-2.0,-2.0,21069,Fleming,KY,tie,Fleming,KY
1804,-2.0,-2.0,-2.0,21071,Floyd,KY,tie,Floyd,KY
1805,-2.0,-2.0,-2.0,21075,Fulton,KY,tie,Fulton,KY
1806,-2.0,-2.0,-2.0,21077,Gallatin,KY,tie,Gallatin,KY
1807,-2.0,-2.0,-2.0,21081,Grant,KY,tie,Grant,KY
1808,-2.0,-2.0,-2.0,21083,Graves,KY,tie,Graves,KY
1809,-2.0,-2.0,-2.0,21085,Grayson,KY,tie,Grayson,KY
1810,-2.0,-2.0,-2.0,21087,Green,KY,tie,Green,KY
1811,-2.0,-2.0,-2.0,21089,Greenup,KY,tie,Greenup,KY
1812,-2.0,-2.0,-2.0,21091,Hancock,KY,tie,Hancock,KY
1813,-2.0,-2.0,-2.0,21093,Hardin,KY,tie,Hardin,KY
1814,-2.0,-2.0,-2.0,21095,Harlan,KY,tie,Harlan,KY
1815,-2.0,-2.0,-2.0,21099,Hart,KY,tie,Hart,KY
1816,-2.0,-2.0,-2.0,21103,Henry,KY,tie,Henry,KY
1817,-2.0,-2.0,-2.0,21105,Hickman,KY,tie,Hickman,KY
1818,-2.0,-2.0,-2.0,21109,Jackson,KY,tie,Jackson,KY
1819,-2.0,-2.0,-2.0,21119,Knott,KY,tie,Knott,KY
1820,-2.0,-2.0,-2.0,21121,Knox,KY,tie,Knox,KY
1821,-2.0,-2.0,-2.0,21123,Larue,KY,tie,Larue,KY
1822,-2.0,-2.0,-2.0,21127,Lawrence,KY,tie,Lawrence,KY
1823,-2.0,-2.0,-2.0,21129,Lee,KY,tie,Lee,KY
1824,-2.0,-2.0,-2.0,21131,Leslie,KY,tie,Leslie,KY
1825,-2.0,-2.0,-2.0,21133,Letcher,KY,tie,Letcher,KY
1826,-2.0,-2.0,-2.0,21135,Lewis,KY,tie,Lewis,KY
1827,-2.0,-2.0,-2.0,21137,Lincoln,KY,tie,Lincoln,KY
1828,-2.0,-2.0,-2.0,21139,Livingston,KY,tie,Livingston,KY
1829,-2.0,-2.0,-2.0,21141,Logan,KY,tie,Logan,KY
1830,-2.0,-2.0,-2.0,21143,Lyon,KY,tie,Lyon,KY
1831,-2.0,-2.0,-2.0,21147,McCreary,KY,tie,McCreary,KY
1832,-2.0,-2.0,-2.0,21149,McLean,KY,tie,McLean,KY
1833,-2.0,-2.0,-2.0,21153,Magoffin,KY,tie,Magoffin,KY
1834,-2.0,-2.0,-2.0,21155,Marion,KY,tie,Marion,KY
1835,-2.0,-2.0,-2.0,21157,Marshall,KY,tie,Marshall,KY
1836,-2.0,-2.0,-2.0,21159,Martin,KY,tie,Martin,KY
1837,-2.0,-2.0,-2.0,21161,Mason,KY,tie,Mason,KY
1838,-2.0,-2.0,-2.0,21163,Meade,KY,tie,Meade,KY
1839,-2.0,-2.0,-2.0,21165,Menifee,KY,tie,Menifee,KY
1840,-2.0,-2.0,-2.0,21167,Mercer,KY,tie,Mercer,KY
1841,-2.0,-2.0,-2.0,21169,Metcalfe,KY,tie,Metcalfe,KY
1842,-2.0,-2.0,-2.0,21171,Monroe,KY,tie,Monroe,KY
1843,-2.0,-2.0,-2.0,21173,Montgomery,KY,tie,Montgomery,KY
1844,-2.0,-2.0,-2.0,21175,Morgan,KY,tie,Morgan,KY
1845,-2.0,-2.0,-2.0,21177,Muhlenberg,KY,tie,Muhlenberg,KY
1846,-2.0,-2.0,-2.0,21181,Nicholas,KY,tie,Nicholas,KY
1847,-2.0,-2.0,-2.0,21185,Oldham,KY,tie,Oldham,KY
